id,Date,Dew point temperature,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat10,Functioning Day,Holiday,Hour,Humidity,Rainfall,Rented Bike Count,Seasons,Snowfall,Solar Radiation,Temperature,Visibility,Wind speed
12,01/10/2018,5.2,0.1430004369467497,0.3728134676348418,0.909951874287799,0.5374284842982888,0.4267132899258286,0.6536646082531661,0.40260723511995844,0.4336462847264731,0.45277893473394215,Yes,No Holiday,2,56,0,262,Autumn,0,0,13.9,2000,2.4
13,11/09/2018,8.1,0.45876085641793907,0.44157740427181125,0.8721409135032445,0.9695235455874354,0.14380516996607184,0.7315844772383571,0.5747892650093723,0.44075952700860954,0.8165033836849034,Yes,No Holiday,3,52,0,261,Autumn,0,0,18.2,2000,1.5
14,09/07/2018,19.4,0.6780482428148389,0.35899723786860704,0.535100927343592,0.3689071135595441,0.9131078899372369,0.699431233573705,0.442391967491219,0.4316871373820874,0.9493735381402075,Yes,No Holiday,20,95,1,48,Summer,0,0.02,20.3,1372,0.8
15,14/10/2018,8.3,0.9326684004627168,0.243950211443007,0.6618270901963115,0.25760970334522426,0.8387407129630446,0.895108838332817,0.5717409490806786,0.4349981411864115,0.14869234221987426,Yes,No Holiday,22,71,0,1029,Autumn,0,0,13.5,1711,1.7
16,27/02/2018,-0.1,0.757192918099463,0.6743069207295775,0.5682525078300387,0.479122219607234,0.3763885765802115,0.9313481161370873,0.6125009663247041,0.49583165463055556,0.2375585944391787,Yes,No Holiday,18,62,0,897,Winter,0,0.05,6.6,522,0.8
17,30/05/2018,16,0.21801560721360147,0.4530443581752479,0.3942693022545427,0.48007434350438416,0.36951787024736404,0.06476016924716532,0.6384232636954823,0.4597718945936535,0.5884816343896091,Yes,No Holiday,12,64,0,1187,Spring,0,2.08,23.2,1305,3
18,30/12/2017,-3.2,0.6961907695513219,0.6001266564708203,0.021469704108312726,0.5457995682954788,0.3747375493403524,0.6869894992560148,0.5731724422903314,0.46803259864392793,0.8012519362382591,Yes,No Holiday,2,84,0,192,Winter,0,0,-0.9,230,0.6
19,22/03/2018,-3,0.07966600614599884,0.10314656794071198,0.804763040272519,0.10086549143306911,0.13483633985742927,0.5448031853884459,0.3715828221003872,0.7383804230445749,0.8236680685076863,Yes,No Holiday,18,46,0,1495,Spring,0,0.58,7.9,1057,3.1
20,31/05/2018,11.3,0.930086467647925,0.42835435341112316,0.35409252950921655,0.9534479344729334,0.21411287761293352,0.34270251891575754,0.6273272795163485,0.5622267567568778,0.5489955982193351,Yes,No Holiday,5,82,0,265,Spring,0,0,14.4,708,1.2
21,27/08/2018,21.5,0.644607194699347,0.08582663373090327,0.42292789183557034,0.4518983231391758,0.04661919944919646,0.7794678292702883,0.5782656503352022,0.20999336111835087,0.1873105487320572,Yes,No Holiday,13,92,0.5,149,Summer,0,1.09,22.9,459,1.2
22,23/01/2018,-23,0.17771247448399663,0.5499502597376704,0.8853156070690602,0.461682191118598,0.09570933785289526,0.47048413567245007,0.48980735836145345,0.5081085389171925,0.12105258577503264,Yes,No Holiday,7,41,0,211,Winter,1,0,-12.5,2000,4.5
23,16/12/2017,-21,0.28596235741861165,0.875898681813851,0.02757854969240725,0.44597969274036586,0.9960161696653813,0.8718380606733263,0.39848309681466343,0.3315683207224862,0.16985039273276925,Yes,No Holiday,16,24,0,258,Winter,0,0.54,-3.3,2000,3.5
24,28/02/2018,-3,0.2152984761632979,0.14517941675148904,0.10230580531060696,0.07112179207615554,0.9959783984813839,0.841262913076207,0.5795473992632771,0.4409098792507221,0.6981918155215681,Yes,No Holiday,3,55,0,116,Winter,0,0,5.3,488,1.7
25,24/08/2018,22.3,0.38797796913422644,0.5472378991544247,0.2985055132303387,0.8127426858991385,0.11013740906491876,0.49769012350589037,0.3115798388911825,0.5759607843678369,0.16321145347319543,Yes,No Holiday,4,88,1,30,Summer,0,0,24.5,1433,2
26,27/02/2018,-6.3,0.2764601137023419,0.07269259099848568,0.10046073864214122,0.6936633887235075,0.9239248698577285,0.7426647879183292,0.40446865005893784,0.4368189802765101,0.017446433193981647,Yes,No Holiday,14,40,0,357,Winter,0,0.34,6.3,943,0.8
27,25/10/2018,6.3,0.4541716279927641,0.3186957463622093,0.07365764491260052,0.30948954029008746,0.7498539180960506,0.1696731485426426,0.6342025217228748,0.6410107110789529,0.4150693800766021,Yes,No Holiday,1,78,0,572,Autumn,0,0,10,1669,0.4
28,04/09/2018,19.5,0.6654047397896647,0.1297336770221591,0.009667761158198118,0.9788952751550823,0.33417700650170445,0.1964592980220914,0.8156403233678389,0.541693530360022,0.5386544044595212,Yes,No Holiday,6,97,0,602,Autumn,0,0,20,647,0
29,10/03/2018,-0.3,0.9210521595086902,0.04621970094740391,0.7306509776972234,0.16108667640946805,0.06970727420412004,0.1354164588265121,0.5325234879693184,0.4575773534082142,0.37985184299759567,Yes,No Holiday,19,67,0,573,Spring,0,0.02,5.3,1314,2.6
30,22/01/2018,-7.3,0.6013996358960867,0.14815128594636917,0.8430334036238492,0.4539862493984401,0.20152639923617244,0.055633245734497905,0.29168184209094516,0.5449040238675104,0.029068069299682975,Yes,No Holiday,23,79,0,139,Winter,1,0,-4.2,554,2.9
31,06/03/2018,-5.2,0.49923863634467125,0.4049141991417855,0.8426685363519937,0.2622343865223229,0.9622585580218583,0.5757006956264377,0.3868810167163479,0.5588967649597967,0.867442526621744,Yes,No Holiday,9,62,0,556,Spring,0,0.85,1.2,1338,0.8
32,29/04/2018,2.2,0.3904336642008275,0.9521460463292897,0.06812374200671911,0.6233086013235152,0.0941115862224251,0.6517577723134309,0.691588114341638,0.4343105876271606,0.3805860816501081,Yes,No Holiday,7,59,0,307,Spring,0,0.25,9.9,1707,0.7
33,03/01/2018,-15.3,0.7221521048340946,0.4874136990401894,0.35722745954990387,0.558198100887239,0.9941080186981708,0.08161652646958828,0.47406182238273786,0.556414553356218,0.46230970160104334,Yes,No Holiday,17,35,0,382,Winter,0,0.25,-1.9,2000,1.8
34,05/02/2018,-18.4,0.7947011706419289,0.9779423214495182,4.149111919105053e-5,0.8235414354130626,0.7200743653811514,0.4750248061027378,0.5591977537160038,0.5827155427269999,0.7592201698571444,Yes,No Holiday,0,52,0,82,Winter,0,0,-10.5,2000,2.4
35,18/09/2018,10.9,0.42866822332143784,0.47568378457799554,0.06900351564399898,0.44655858585610986,0.7232332930434495,0.32951612514443696,0.37185266633384106,0.514629040604141,0.8677143275272101,No,No Holiday,13,40,0,0,Autumn,0,2.18,25.6,1704,2.5
36,11/03/2018,-10.6,0.8321356505621225,0.5541201897431165,0.6688444090541452,0.20261305710300803,0.35230220295488834,0.2195621591527015,0.5484278360114802,0.6303896149483789,0.26716801221482456,Yes,No Holiday,14,20,0,1154,Spring,0,2.69,11.6,1647,2.7
37,26/12/2017,-7,0.1374459653161466,0.3314826926216483,0.32246058038435876,0.2630537885706872,0.6086188980843872,0.3094898830167949,0.4159304944703279,0.30292960936703506,0.08147274935618043,Yes,No Holiday,2,69,0,85,Winter,0,0,-2.1,1995,1
38,08/11/2018,10.7,0.14245913294143975,0.09540921775624156,0.24987463280558586,0.8935651718638837,0.33932915865443647,0.09312383038923144,0.6736635866144149,0.46219337145164957,0.7570206271484494,Yes,No Holiday,13,95,0,18,Autumn,0,0.32,11.5,457,2.1
39,27/11/2018,5.7,0.2722296919673681,0.30629430059343576,0.5394115194212645,0.8322570314630866,0.3541623337659985,0.17670539719983935,0.6293150435424774,0.5256026948052219,0.5230754045769572,Yes,No Holiday,18,74,0,1538,Autumn,0,0,10.2,289,1.2
40,13/01/2018,-17.8,0.7081945871468633,0.9922776578459889,0.9733132680412382,0.3301200601272285,0.4005565431434661,0.9524069761391729,0.5122860097293163,0.3851537768640292,0.890820829430595,Yes,No Holiday,2,40,0,145,Winter,0,0,-6.4,2000,0.9
41,19/11/2018,-1.2,0.10574766830541193,0.7276741054374725,0.9010468183550984,0.6722535083536059,0.44505592016503215,0.8274901378899813,0.5963351074722246,0.5410036908959543,0.9158695531077683,Yes,No Holiday,8,71,0,1751,Autumn,0,0.06,3.5,958,0.8
42,30/03/2018,4.6,0.9289322935510427,0.666409496916458,0.8579928257968277,0.2699636067263782,0.6442411916796118,0.08432818646542728,0.5684762330156069,0.4865730283154877,0.6411343936342746,Yes,No Holiday,3,68,0,184,Spring,0,0,10.3,887,0.7
43,16/12/2017,-20.1,0.16470082243904471,0.9664309942163527,0.24601991660892963,0.32124743424355984,0.209100185893476,0.1898405181709677,0.29796338049463617,0.5306890090893852,0.5788770662620664,Yes,No Holiday,11,30,0,239,Winter,0,0.86,-5.2,1991,4
44,25/10/2018,3.9,0.49708511447533965,0.1422614415641874,0.777800043579191,0.6932075426448137,0.3323802691884339,0.8428640400525182,0.41005512245719233,0.5761006107853912,0.5160223892889917,Yes,No Holiday,8,76,0,2070,Autumn,0,0.25,7.9,1290,1.2
45,29/01/2018,-24.6,0.28341877018101513,0.3922136581968516,0.8649541239719838,0.08438420342281461,0.6400794028304517,0.3396243948955089,0.47374708570247653,0.6106182096062961,0.4412320901174098,Yes,No Holiday,10,28,0,135,Winter,0,0.59,-9.5,1893,3.7
46,18/12/2017,-3.2,0.36051003518514335,0.8341966045554727,0.03790565044619143,0.2900083421263844,0.20504955342039466,0.5230256163049489,0.5608545003849217,0.48162727172543535,0.08983333385549486,Yes,No Holiday,13,84,0,76,Winter,5,0.09,-0.9,333,1.2
47,01/08/2018,24.5,0.22066144016571343,0.2166623438242823,0.5085544681642205,0.923767372732982,0.258049548137933,0.8704229302238673,0.6704580611818118,0.5965449140296772,0.7842691203113645,Yes,No Holiday,18,47,0,1929,Summer,0,1.09,37.8,1931,3.8
48,18/12/2017,-5.8,0.15725673967972398,0.13795074727386236,0.3927527747582644,0.10786566114984453,0.3452036310918629,0.6032741139642894,0.45742952690688876,0.5539854829431016,0.6600819937884808,Yes,No Holiday,9,89,1.6,52,Winter,4,0,-4.3,59,1
49,09/08/2018,24.8,0.05178500083275139,0.6245915747713298,0.6030087401159108,0.40568910259753466,0.5533483391627669,0.045226217014715075,0.5101974188559563,0.6507451517194401,0.4790092899929732,Yes,No Holiday,19,82,0,1698,Summer,0,0.16,28.2,1832,0.4
50,04/08/2018,23.5,0.9381377846002579,0.44454920408315957,0.20013759774155915,0.1265844232402742,0.7545829634182155,0.23923021298833191,0.5279088978883829,0.4805136582748481,0.7796878989320248,Yes,No Holiday,22,74,0,1337,Summer,0,0,28.6,1804,2.5
51,25/08/2018,19.6,0.45388277736492455,0.44007727433927357,0.8578144465573132,0.972788023063913,0.26397110731340945,0.7179165254347026,0.5920091099027712,0.29706375614833935,0.025778278009966016,Yes,No Holiday,10,67,0,858,Summer,0,1.48,26.3,1673,3.2
52,16/12/2017,-16.6,0.9594435372855514,0.6910621363203973,0.3131728859152645,0.6708125062286854,0.3464537819381803,0.6749138231389225,0.23670884285017607,0.3281736526801647,0.7193599040620029,Yes,No Holiday,9,47,0,195,Winter,0,0.18,-7.2,1724,2.8
53,28/10/2018,-0.8,0.9718692456372082,0.46943861432373524,0.7941556582227349,0.21885009109973907,0.8775769486092031,0.7806532108224928,0.6420526466940241,0.44401856133476864,0.46400062018074095,Yes,No Holiday,2,59,0,450,Autumn,0,0,6.6,2000,0.4
54,27/09/2018,6,0.032603314612060785,0.191692286869511,0.08636100846342742,0.5516861772630364,0.13900711270980537,0.30967688164673746,0.55364008054196,0.5384217546038018,0.2807795398402959,Yes,No Holiday,6,61,0,589,Autumn,0,0,13.4,2000,0.8
55,11/12/2017,-19.5,0.9458201047964394,0.8747137275058776,0.35335319954901934,0.0887619717977941,0.3367298205848783,0.7212894265539944,0.4516030706708409,0.37925619798110854,0.41273053572513163,Yes,No Holiday,13,32,0,241,Winter,0,1.24,-5.4,1986,5.1
56,21/11/2018,-9,0.3095941918436438,0.6375250681303442,0.7574485915247351,0.426387197105214,0.16968092368915677,0.5243445113301277,0.6918152470066973,0.4021964030396861,0.11970047792419791,Yes,No Holiday,11,30,0,649,Autumn,0,0.44,7.4,2000,1.4
57,01/04/2018,13.7,0.6818889281712472,0.254286736715585,0.3965469026006758,0.014870372600853443,0.8032909214962274,0.5220141783356667,0.41042045843393365,0.5329551253183618,0.5231682597659528,Yes,No Holiday,22,83,0,841,Spring,0,0,16.7,416,2.4
58,01/12/2017,-17.2,0.5714209349825978,0.5637252763845026,0.9613510512281209,0.49839363247156143,0.9303673331160098,0.5688157347030938,0.5563109314721842,0.6792135401100382,0.11357229016721249,Yes,No Holiday,12,23,0,449,Winter,0,1.11,1.7,2000,1.4
59,25/04/2018,-0.1,0.7312465815339237,0.6651906815823168,0.8010011280421168,0.5623771864920855,0.8524713697843254,0.38502982701174915,0.3959589227732069,0.4739639682894611,0.38935974263586104,Yes,No Holiday,22,35,0,1382,Spring,0,0,15.2,1999,1.2
60,07/03/2018,-3.7,0.9775507743470371,0.24506530724465847,0.4648342798464,0.43936678022146225,0.49605851457454264,0.48211535112932324,0.6660352091078786,0.38407350813377117,0.3311846889555454,Yes,No Holiday,12,39,0,550,Spring,0,2.09,9.6,1982,1.8
61,10/07/2018,22.4,0.34652721625752747,0.9474646027665585,0.9382298565469682,0.9672160313930362,0.5361552976537496,0.26903318148106337,0.5122358725355131,0.4731987261022485,0.4166839807294309,Yes,No Holiday,22,86,0,971,Summer,0,0,25,796,0.5
62,17/12/2017,-19.6,0.2505067349411547,0.706800231244415,0.9851182491984218,0.21935148141346872,0.291153225582093,0.08718489576131105,0.4641694340723399,0.5017578735831211,0.043459783075377345,Yes,No Holiday,1,40,0,146,Winter,0,0,-8.4,2000,1.6
63,14/05/2018,11.4,0.48542317003011703,0.5073892464861274,0.2262197253294289,0.6215808496344835,0.4488192757125944,0.4165753105189651,0.7294045975135066,0.592052187183338,0.5342804780229926,Yes,No Holiday,1,94,0,377,Spring,0,0,12.4,307,1.3
64,02/03/2018,-15.6,0.37294839904643595,0.792430465342477,0.8867232068441808,0.22133279801346362,0.5773567971773446,0.37294462672434747,0.4622029140980237,0.7431388787295683,0.9670121946837753,Yes,No Holiday,15,22,0,463,Spring,0,2.48,4.3,1837,1.3
65,18/06/2018,16,0.29250820609740913,0.8638081909157336,0.9406697440426797,0.32209343765862286,0.522866795770824,0.2719123756978661,0.3847487845149933,0.3583671706141856,0.3701034700497985,Yes,No Holiday,6,78,0,779,Summer,0,0.05,20,752,0.4
66,03/09/2018,18.1,0.9871991947293282,0.1213639962952584,0.30213800678029656,0.6521335956640542,0.09066879143938422,0.2846342611592263,0.6188205036296796,0.3246753832910821,0.809144648257643,Yes,No Holiday,0,67,0,763,Autumn,0,0,24.7,2000,1.2
67,10/04/2018,4.4,0.540224990574643,0.7869525935966522,0.2711402124259621,0.07599747274070978,0.05865666805766523,0.9985170727595687,0.537855370802043,0.6863275261965806,0.5368664478883147,Yes,No Holiday,15,33,0,933,Spring,0,1.63,21.4,1998,4.8
68,27/12/2017,-22.4,0.46889241551980376,0.03083026665262878,0.8947104092221707,0.5986092824023217,0.3808515470009297,0.05120949842967093,0.46708678340419657,0.3438257474188594,0.9065723549574614,Yes,No Holiday,4,33,0,55,Winter,0,0,-9.1,2000,2.3
69,31/03/2018,2.5,0.3443652440328151,0.7327276333235204,0.183995719300583,0.09492697822861373,0.5545523276086897,0.7441420834511518,0.4618865235238875,0.5012242666834634,0.8856651883106679,Yes,No Holiday,21,48,0,1010,Spring,0,0,13.3,1582,1.6
70,12/05/2018,15.2,0.06636895635165274,0.802313948282972,0.40552547690458596,0.9744744258932769,0.5661065524909645,0.735545028699562,0.45921866485592516,0.2291311236430983,0.6827678985428065,Yes,No Holiday,20,97,1,29,Spring,0,0,15.7,343,0.3
71,30/12/2017,-2.3,0.10777128511108458,0.16047586197964847,0.3568861929234117,0.7880416277330369,0.21559548587538302,0.12529075844213367,0.42970266480083236,0.42837378254467817,0.8784307022579014,Yes,No Holiday,17,64,0,183,Winter,0,0.01,3.8,250,0.9
72,02/09/2018,18.3,0.30522287799976766,0.4331849019508809,0.8215322706382722,0.08205108041875064,0.8838698503095657,0.5995846013538539,0.44470574647094396,0.6019501346827513,0.307152071967721,Yes,No Holiday,21,62,0,1759,Autumn,0,0,26.2,2000,2.3
73,09/12/2017,-13.4,0.3011655055452138,0.4097825784701854,0.21732203266583383,0.7419099998660386,0.40878594340756536,0.9923525769263506,0.7247362938192343,0.5555761818160321,0.1141127918381244,Yes,No Holiday,4,49,0,96,Winter,0,0,-4.3,2000,0.7
74,16/01/2018,-5.2,0.9327454844024032,0.9591399226337671,0.9711161567829549,0.8394883493892848,0.850940028205514,0.3975271030794829,0.6884717940715598,0.4471676843671521,0.6341781760565937,Yes,No Holiday,14,43,0,276,Winter,0,0.52,6.5,468,0.8
75,03/03/2018,-10.5,0.568685986334458,0.797579545294866,0.4926746943965554,0.17404992086812854,0.32745136553421617,0.06274228449910879,0.15192494421816538,0.5208086086321576,0.0733267329633236,Yes,No Holiday,4,43,0,93,Spring,0,0,0.6,1599,0.9
76,10/03/2018,-0.7,0.8548996530007571,0.20265096332877874,0.07426524814218283,0.6570025775581598,0.3952975224237889,0.35157710150815547,0.5584233578796455,0.6792880377350595,0.5453481778968126,Yes,No Holiday,18,61,0,664,Spring,0,0.4,6.2,1411,3.2
77,09/07/2018,17.4,0.2173647158779204,0.3259108413476497,0.9966674754396081,0.9682046738453209,0.2270720931701362,0.48877700860612094,0.5696659818354353,0.48861949179775443,0.8671896471641958,Yes,No Holiday,11,82,0.3,186,Summer,0,0.29,20.6,2000,1
78,28/12/2017,-6.2,0.09367130696773529,0.020655472297221422,0.8839063323102891,0.3396464614197612,0.8045323675032705,0.5070893855299801,0.7384613161087576,0.45367996502771785,0.41254092403687537,Yes,No Holiday,22,63,0,285,Winter,0,0,0,968,1.3
79,19/03/2018,4.5,0.018365037627518177,0.4799546664580703,0.5076347186695784,0.7321812622249126,0.31496216636151075,0.8413521558977664,0.3684305051009436,0.5952179606644552,0.40697338548488915,Yes,No Holiday,5,89,0,27,Spring,0,0,6.2,338,1.5
80,01/10/2018,4.9,0.4211165066808462,0.7664821366779506,0.7672429739031941,0.7545700632035732,0.38934687292203307,0.8069634253624827,0.46897750787341647,0.3492487764585617,0.4429993617814034,Yes,No Holiday,3,56,0,179,Autumn,0,0,13.6,2000,1.6
81,17/08/2018,11.2,0.4708593173418194,0.845600948901847,0.20096314628608525,0.07854891545139253,0.27321705617941916,0.32740496192127466,0.605131053287062,0.6745270371811957,0.9411948150955141,Yes,No Holiday,6,51,0,719,Summer,0,0,21.8,2000,2
82,15/02/2018,-20.2,0.1487585916183889,0.646047250367701,0.04582085809670389,0.7744170716032386,0.08702106401324272,0.8909305843990296,0.31086989972256296,0.6594118718216762,0.9450189231429249,Yes,Holiday,17,17,0,236,Winter,0,0.78,2.4,1990,3.1
83,09/12/2017,-12.8,0.11497286101803184,0.6185248014517128,0.3380655222572386,0.044261437840759754,0.7131001683883369,0.249611163046211,0.4694907420874425,0.5141355585332257,0.9523812383413315,Yes,No Holiday,8,56,0,222,Winter,0,0.01,-5.4,1940,0.7
84,03/08/2018,21.6,0.7207880837377161,0.11130226193927228,0.6760830581188202,0.6914650278631598,0.12067900900729,0.91632857802324,0.6260528496098958,0.5488475916371398,0.7485372996889055,Yes,No Holiday,8,55,0,1471,Summer,0,0.78,31.8,1537,1.3
85,26/10/2018,5,0.611264910781756,0.6560259310062975,0.013806068105623126,0.7429358558729291,0.9290875876322389,0.6489372381474823,0.6832222739132332,0.39124075408043885,0.17110431659966707,Yes,No Holiday,4,60,0,185,Autumn,0,0,12.6,1648,0.6
86,04/07/2018,21.2,0.6414370317943394,0.8358640242367983,0.6699890473391861,0.1319451320450753,0.720511220395565,0.22311272332444787,0.5241991455231284,0.36012715150225477,0.5123881341423839,Yes,No Holiday,10,65,0,831,Summer,0,1.74,28.5,1519,1.5
87,11/12/2017,-18,0.40751431602984667,0.3465093239210546,0.36232899175956845,0.23737682937644422,0.6515665405895561,0.21718134731054306,0.6234613881471547,0.29280526644320215,0.12218256155028939,Yes,No Holiday,8,38,0,653,Winter,0,0.01,-6,1994,3.6
88,25/03/2018,2.2,0.16072810697369277,0.0639268858358264,0.8598332912661135,0.2741525510791689,0.9134264099411666,0.27164798113517463,0.42186689020051793,0.4624360877612818,0.6878427194897085,Yes,No Holiday,15,38,0,960,Spring,0,2.27,16.7,265,3.1
89,27/12/2017,-21.7,0.74449428380467,0.7248709991108626,0.5807367318775505,0.018482333282008767,0.22895212145522237,0.787118544569239,0.42218112031416716,0.5018992299369608,0.1998006992507726,Yes,No Holiday,5,36,0,66,Winter,0,0,-9.4,2000,1.9
90,01/05/2018,15.5,0.890611041802913,0.35150465625338256,0.9723958380054682,0.5649158572778106,0.39353224262595177,0.20778260799124837,0.6846135078189336,0.4949386046745088,0.4331677323207259,Yes,Holiday,3,85,0,343,Spring,0,0,18.1,284,1
91,16/12/2017,-21,0.9472034671343863,0.7852247511036694,0.39233071566559374,0.9321653456427157,0.46774989855475724,0.4125814682338387,0.5328356948444264,0.5165355347231185,0.6745056314393878,Yes,No Holiday,16,24,0,258,Winter,0,0.54,-3.3,2000,3.5
92,12/03/2018,-7.6,0.612944123102352,0.20548620936460793,0.2843740589451045,0.7410994472447783,0.705203109420836,0.908918398199603,0.32582588416793873,0.4438081727264383,0.9038112449925393,Yes,No Holiday,3,48,0,60,Spring,0,0,2.3,1448,0.8
93,17/01/2018,-2.8,0.38819425622932613,0.11276491219177842,0.027906960109248757,0.8875267701223493,0.04952214052900672,0.07877628761343658,0.4342163440287927,0.17497434348356583,0.23713669343851507,Yes,No Holiday,1,64,0,183,Winter,0,0,3.3,339,0.4
94,25/10/2018,3.7,0.7903157994151115,0.3224687981419265,0.751025797566399,0.7803384698927402,0.20854344055987895,0.192295330343768,0.45738502568402795,0.5879826675687878,0.9175285722594708,Yes,No Holiday,9,64,0,1168,Autumn,0,0.91,10.3,1544,1
95,02/03/2018,-15,0.682213214924559,0.2592296414077282,0.33141671516932547,0.9819189158733934,0.6604975194204599,0.5655875271186233,0.4598593404782087,0.4369876246240911,0.7055856017395854,Yes,No Holiday,4,48,0,47,Spring,0,0,-5.8,1552,1.5
96,18/12/2017,-4.5,0.5616888180375099,0.4722809107042849,0.46502184215933084,0.6352047140244395,0.7115066796541214,0.6677952886093408,0.5291786845059844,0.3266636148291972,0.8159952547866851,Yes,No Holiday,19,65,0,198,Winter,2.7,0,1.3,1122,1.1
97,13/11/2018,-0.4,0.29421149217523634,0.6690408706199378,0.2363272295333445,0.97480234131217,0.8497954045888036,0.6379166303668171,0.26915804225234935,0.3388303650170399,0.5441464160103351,Yes,No Holiday,6,72,0,402,Autumn,0,0,4.2,1326,0.8
98,24/12/2017,4.2,0.17579476861283183,0.3199893436394632,0.9264602100010961,0.34016228606924415,0.8069995539262891,0.08681330340914428,0.33798117777924114,0.34321666830682956,0.6182862094137818,Yes,Holiday,10,96,0,4,Winter,0,0.04,4.8,87,0.6
99,04/04/2018,11.4,0.5519579350948334,0.9399927025660872,0.6344135126564652,0.9407916988711804,0.8392000084277242,0.15513723180629313,0.4362228883201483,0.4262904718524913,0.9245874905027449,Yes,No Holiday,5,97,3,19,Spring,0,0,11.9,305,3.4
100,19/03/2018,-1.1,0.06998888333328068,0.8172113560140133,0.6351673288736492,0.2634102979209274,0.1420539994724095,0.48153063911013305,0.5872791577533494,0.5517700127198685,0.2641088804230094,Yes,No Holiday,19,51,0,818,Spring,0,0.01,8.4,1977,3.3
101,26/08/2018,17.8,0.9084733230993152,0.2472029912751168,0.2882969935890287,0.297376706963405,0.08738550916314125,0.6201578159816563,0.5555946405719909,0.484471428287719,0.6687184222973883,Yes,No Holiday,22,81,1.3,764,Summer,0,0,21.2,1808,1
102,28/09/2018,10.8,0.33092630258761346,0.20963732432574034,0.0037265659775584936,0.3777454709634185,0.3744209660217166,0.20914749312214553,0.42583161271372927,0.45098978395349876,0.7532710346858948,No,No Holiday,23,69,0,0,Autumn,0,0,16.6,2000,1
103,06/02/2018,-23.2,0.3393354376312345,0.9204791176598519,0.6351143990177661,0.6145014797803015,0.06764261471107602,0.18286670977249742,0.5639820425034595,0.5006187071911982,0.16755894338712096,Yes,No Holiday,8,41,0,438,Winter,0,0.02,-12.7,2000,3.1
104,25/07/2018,22.4,0.9769617517013103,0.014263465069234371,0.33543225447647274,0.8798403274267912,0.8137103500775993,0.3010440724901855,0.42508715604199376,0.41375215117041564,0.02232235507108271,Yes,No Holiday,12,60,0,791,Summer,0,1.02,31.1,1331,2.7
