iter	Logloss
487	0.2564183929
488	0.2563169243
489	0.2562027983
490	0.2560821814
491	0.2559883069
492	0.2558606311
493	0.2557493899
494	0.2556112103
495	0.2554763399
496	0.2553639593
497	0.2552618939
498	0.2551343356
499	0.2550370599
500	0.254891711
501	0.2547770464
502	0.2546293674
503	0.2545118165
504	0.2543625985
505	0.2542281688
506	0.2541404626
507	0.2539792324
508	0.2538849315
509	0.2536859091
510	0.2535040053
511	0.2534368808
512	0.2532816644
513	0.2531612006
514	0.2529807812
515	0.2527983899
516	0.252693165
517	0.2525388068
518	0.2524050746
519	0.2522810394
520	0.2521867303
521	0.2520200395
522	0.2519109892
523	0.2517854226
524	0.2515920888
525	0.251507741
526	0.2514162291
527	0.2512708984
528	0.2511758157
529	0.2509831313
530	0.2508834161
531	0.2507608186
532	0.2506754614
533	0.2505615259
534	0.250457515
535	0.2503550285
536	0.250246832
537	0.2501222323
538	0.2499530893
539	0.2498675341
540	0.2497222208
541	0.2495723139
542	0.2494230864
543	0.2492665263
544	0.249151126
545	0.2490457384
546	0.2489204769
547	0.248772873
548	0.248659533
549	0.248556972
550	0.2484770783
551	0.2483213265
552	0.2482070696
553	0.2480593756
554	0.2479297048
555	0.2478171653
556	0.2476785471
557	0.2475366423
558	0.2474318091
559	0.2473347766
560	0.2471962327
561	0.2470655137
562	0.2469357797
563	0.2467480832
564	0.2466118581
565	0.2465254063
566	0.2464189622
567	0.2463218258
568	0.2462154902
569	0.2461100562
570	0.2459912065
571	0.2458460473
572	0.2457204242
573	0.2455714354
574	0.2454494958
575	0.2453292105
576	0.2452063265
577	0.2450593709
578	0.2449800962
579	0.2448677021
580	0.2447906956
581	0.2446891408
582	0.2445929004
583	0.2444803121
584	0.2443805026
585	0.2442786708
586	0.2441880323
587	0.244067881
588	0.2439934618
589	0.2438603389
590	0.2437886042
591	0.2436136644
592	0.2434071537
593	0.2433066355
594	0.2431742543
595	0.2430469283
596	0.2428740926
597	0.2427900153
598	0.2426705078
599	0.2426004858
600	0.2424625242
601	0.2422774667
602	0.2421880655
603	0.2420257794
604	0.2419622086
605	0.2418492594
606	0.241691825
607	0.2415726004
608	0.2414534461
609	0.2413395852
610	0.2412728511
611	0.2411887596
612	0.2410538625
613	0.2409125716
614	0.2408440178
615	0.2407238639
616	0.2406394239
617	0.2405343585
618	0.2404504432
619	0.2403272769
620	0.2402587184
621	0.2401644284
622	0.2400537212
623	0.2399306635
624	0.2398460088
625	0.2397772794
626	0.2396540469
627	0.2395770626
628	0.2394101089
629	0.2393289713
630	0.2392160345
631	0.2391301567
632	0.2389610227
633	0.2388366174
634	0.238774159
635	0.2385756891
636	0.2385168446
637	0.2384276767
638	0.2383037863
639	0.2381782751
640	0.2380850044
641	0.2379764263
642	0.2378853871
643	0.2377714381
644	0.2376700313
645	0.2375637655
646	0.2374753839
647	0.2374079414
648	0.237338833
649	0.2372563685
650	0.2371810949
651	0.2370749248
652	0.2369647894
653	0.2368738501
654	0.2367674642
655	0.2367283582
656	0.2366501252
657	0.2365514377
658	0.2363707183
659	0.2361947459
660	0.2360551932
661	0.235965045
662	0.2358632525
663	0.2357426239
664	0.2356427659
665	0.2355156281
666	0.2354398606
667	0.2353512129
668	0.2352682962
669	0.23520087
670	0.2351133702
671	0.234957996
672	0.2348511534
673	0.2347591748
674	0.2346784405
675	0.2346060012
676	0.2344986515
677	0.2344192769
678	0.2343279818
679	0.2341305446
680	0.2340653318
681	0.2339345625
682	0.233823846
683	0.233726419
684	0.2335986616
685	0.2334807898
686	0.2333266941
687	0.233199314
688	0.2331467608
689	0.2330760617
690	0.2329697072
691	0.2328529849
692	0.23278054
693	0.2327258311
694	0.2326481503
695	0.2325485319
696	0.2324656338
697	0.2323827411
698	0.2322827589
699	0.232184017
700	0.2320411861
701	0.2319574903
702	0.2318149066
703	0.2317033262
704	0.2315647411
705	0.2314737858
706	0.2314091103
707	0.2312951642
708	0.2312086904
709	0.231126673
710	0.2309760186
711	0.2308886733
712	0.2307738474
713	0.2306732534
714	0.2305989879
715	0.2305250974
716	0.2304493925
717	0.2303195102
718	0.2302484025
719	0.2301490551
720	0.2300754302
721	0.2299881645
722	0.2298286696
723	0.2297545655
724	0.2296680813
725	0.2296079053
726	0.2295260182
727	0.229456906
728	0.2293427305
729	0.2292598132
730	0.2291973128
731	0.2291054942
732	0.2289897612
733	0.2288776333
734	0.2288085217
735	0.2286973107
736	0.2285975933
737	0.2284916096
738	0.2284316618
739	0.2283354726
740	0.2282379017
741	0.2281515277
742	0.2280830945
743	0.2279925133
744	0.2279169849
745	0.2278302475
746	0.2277741147
747	0.2276998744
748	0.2275940771
749	0.2275204352
750	0.2274497375
751	0.2273294149
752	0.2272396222
753	0.2271535676
754	0.2270623197
755	0.2269499263
756	0.2268141326
757	0.226719179
758	0.2266392508
759	0.2265474912
760	0.226475405
761	0.2264107992
762	0.2263312612
763	0.2262458553
764	0.2261130662
765	0.2260149383
766	0.2258351328
767	0.2257312483
768	0.2256667992
769	0.2256128305
770	0.2254890061
771	0.2253492308
772	0.2252945304
773	0.2252013487
774	0.2251019468
775	0.2250489202
776	0.2249404624
777	0.2248349426
778	0.2247882862
779	0.2246863934
780	0.2246270746
781	0.224521732
782	0.2244742901
783	0.2243906173
784	0.2243347835
785	0.224240982
786	0.2241601764
787	0.2240904478
788	0.223993658
789	0.2238745761
790	0.2237950066
791	0.2237312741
792	0.2236408832
793	0.223548283
794	0.223464832
795	0.2233638421
796	0.2232897699
797	0.2231983034
798	0.2231057005
799	0.2230396493
800	0.2229443268
801	0.2228663499
802	0.2227576766
803	0.2226868912
804	0.2225697328
805	0.2224959239
806	0.2224104257
807	0.2223454399
808	0.2222611519
809	0.2221801225
810	0.222091926
811	0.2219938774
812	0.2219101677
813	0.2218341936
814	0.2217215174
815	0.221667352
816	0.2215598391
817	0.2214589284
818	0.2213779341
819	0.2212915724
820	0.2211875755
821	0.2210773187
822	0.2209836954
823	0.2208875382
824	0.220808231
825	0.2207136126
826	0.2206163033
827	0.2205614441
828	0.2204660713
829	0.2203667489
830	0.2202683821
831	0.2201681345
832	0.2200795494
833	0.220011561
834	0.2198988472
835	0.2198197056
836	0.2197276411
837	0.2196114632
838	0.2195393864
839	0.2194682767
840	0.2193734747
841	0.2192841476
842	0.2191703211
843	0.2190809643
844	0.2189668167
845	0.2188816002
846	0.2187692587
847	0.2187353797
848	0.2186474577
849	0.2185608351
850	0.2184917669
851	0.2184299815
852	0.2183701847
853	0.2183248823
854	0.2182168874
855	0.2181481739
856	0.2180204698
857	0.2178938924
858	0.2178186519
859	0.217761077
860	0.2176791556
861	0.2174960824
862	0.2174278185
863	0.2173734326
864	0.2172793889
865	0.2171592012
866	0.2170283448
867	0.2169779498
868	0.2168755493
869	0.2168167657
870	0.2167101486
871	0.2166293294
872	0.2165074884
873	0.2164504467
874	0.2163602234
875	0.2162557966
876	0.2161451718
877	0.2160007676
878	0.2159325718
879	0.2158454842
880	0.2157629812
881	0.2156764277
882	0.2155820043
883	0.2155086846
884	0.2154052278
885	0.2153458504
886	0.2152914353
887	0.2152160773
888	0.215165801
889	0.2151193241
890	0.2150210365
891	0.2149209573
892	0.2148311688
893	0.2147841634
894	0.2147208616
895	0.2146452612
896	0.2145690459
897	0.2145172828
898	0.2144602369
899	0.2144075685
900	0.2143081956
901	0.21421039
902	0.2141445764
903	0.2140391287
904	0.2139465461
905	0.2138677459
906	0.2138214626
907	0.2137278618
908	0.2136244858
909	0.2135620037
910	0.2135139908
911	0.2134218125
912	0.2133510639
913	0.213245063
914	0.2131437869
915	0.2130544445
916	0.2129409217
917	0.2128743492
918	0.2127773504
919	0.2127224785
920	0.2126168226
921	0.2125536377
922	0.212467746
923	0.2123470865
924	0.2122374397
925	0.2121574315
926	0.212065425
927	0.2119721094
928	0.2118734767
929	0.2117422101
930	0.2116827681
931	0.2116166622
932	0.211500463
933	0.2113890787
934	0.2113319505
935	0.2112842435
936	0.2112005643
937	0.2111412768
938	0.2110297597
939	0.2109789398
940	0.2108657434
941	0.2108157638
942	0.2107536063
943	0.2106625662
944	0.2106098004
945	0.2105464387
946	0.2104469354
947	0.2103469113
948	0.2102711826
949	0.2101508279
950	0.2100776072
951	0.2100196947
952	0.2099213914
953	0.2098469038
954	0.209790251
955	0.2097275373
956	0.2096085917
957	0.2095497196
958	0.2094801834
959	0.2094372409
960	0.2093508758
961	0.2093049713
962	0.2092325697
963	0.2091280005
964	0.2090533231
965	0.2089397697
966	0.2088423998
967	0.2087281357
968	0.2086503834
969	0.2085765069
970	0.2085191904
971	0.2084366688
972	0.2083312408
973	0.2082723231
974	0.2081948342
975	0.2080886932
976	0.2080397799
977	0.2079536073
978	0.2078568166
979	0.2077917479
980	0.2077092526
981	0.2076565556
982	0.2075924842
983	0.207513286
984	0.2073905194
985	0.2072790927
986	0.2072022358
987	0.2071163971
988	0.2070373144
989	0.2068988178
990	0.2068224355
991	0.2067466798
992	0.2066757936
993	0.20660979
994	0.20654217
995	0.2064454292
996	0.206346227
997	0.2062470508
998	0.2061615786
999	0.2061000257
